"Date","Price","Open","High","Low","Vol.","Change %"
"02/27/2022","13,837.83","14,058.61","14,342.56","13,738.61","1.28B","-2.48%"
"02/20/2022","14,189.16","13,892.81","14,193.00","13,065.44","1.13B","1.28%"
"02/13/2022","14,009.54","14,233.40","14,647.79","13,918.76","1.16B","-1.71%"
"02/06/2022","14,253.84","14,716.43","15,057.90","14,194.54","1.18B","-3.00%"
"01/30/2022","14,694.35","14,505.07","15,196.40","14,442.88","1.39B","1.66%"
"01/23/2022","14,454.61","14,160.91","14,646.54","13,724.85","1.60B","0.11%"
"01/16/2022","14,438.40","15,378.06","15,446.30","14,432.64","1.15B","-7.51%"
"01/09/2022","15,611.59","15,383.18","16,017.39","15,165.53","1.12B","0.12%"
"01/02/2022","15,592.19","16,395.51","16,513.87","15,526.80","1.14B","-4.46%"
"12/26/2021","16,320.08","16,361.07","16,607.19","16,317.26","694.68M","0.07%"
"12/19/2021","16,308.21","15,566.83","16,360.75","15,508.74","753.21M","3.21%"
"12/12/2021","15,801.46","16,317.90","16,340.53","15,664.10","1.59B","-3.25%"
"12/05/2021","16,331.98","15,744.91","16,413.28","15,557.78","1.11B","3.95%"
"11/28/2021","15,712.04","16,263.43","16,454.56","15,543.31","1.43B","-1.96%"
"11/21/2021","16,025.58","16,644.77","16,764.85","15,988.95","815.00M","-3.31%"
"11/14/2021","16,573.34","16,227.01","16,625.86","16,096.37","986.03M","2.31%"
"11/07/2021","16,199.89","16,351.49","16,401.93","15,905.28","888.22M","-0.97%"
"10/31/2021","16,359.38","15,879.61","16,454.48","15,785.31","980.24M","3.21%"
"10/24/2021","15,850.47","15,417.25","15,856.90","15,338.49","963.88M","3.23%"
"10/17/2021","15,355.07","15,091.58","15,497.58","15,074.71","766.66M","1.37%"
"10/10/2021","15,146.92","14,765.69","15,150.14","14,636.33","842.62M","2.20%"
"10/03/2021","14,820.75","14,713.60","15,010.32","14,384.93","886.76M","0.20%"
"09/26/2021","14,791.87","15,205.23","15,240.58","14,555.12","973.54M","-3.51%"
"09/19/2021","15,329.68","15,068.65","15,356.92","14,821.03","828.22M","-0.02%"
"09/12/2021","15,333.47","15,545.66","15,562.28","15,291.04","1.15B","-0.69%"
"09/05/2021","15,440.75","15,662.30","15,701.40","15,433.43","627.56M","-1.36%"
"08/29/2021","15,652.86","15,460.93","15,696.42","15,459.74","797.17M","1.42%"
"08/22/2021","15,432.95","15,140.14","15,447.03","15,140.14","776.08M","2.26%"
"08/15/2021","15,092.57","15,090.05","15,142.03","14,773.19","832.24M","-0.29%"
"08/08/2021","15,136.68","15,136.14","15,169.45","14,956.25","718.38M","0.18%"
"08/01/2021","15,109.36","15,046.10","15,184.27","14,864.53","823.25M","1.00%"
"07/25/2021","14,959.90","15,088.28","15,142.35","14,787.80","957.73M","-1.01%"
"07/18/2021","15,111.79","14,517.96","15,125.84","14,455.07","940.28M","2.93%"
"07/11/2021","14,681.38","14,878.71","15,002.28","14,667.10","762.13M","-0.98%"
"07/04/2021","14,826.09","14,755.15","14,891.19","14,551.76","655.67M","0.67%"
"06/27/2021","14,727.63","14,401.63","14,738.14","14,400.59","757.66M","2.67%"
"06/20/2021","14,345.18","14,055.03","14,429.14","13,967.89","836.58M","2.10%"
"06/13/2021","14,049.58","14,002.14","14,205.43","13,843.60","1.06B","0.37%"
"06/06/2021","13,998.30","13,744.15","13,998.65","13,710.11","771.76M","1.65%"
"05/30/2021","13,770.77","13,764.27","13,784.77","13,469.85","615.30M","0.62%"
"05/23/2021","13,686.51","13,504.39","13,765.80","13,500.12","934.75M","2.05%"
"05/16/2021","13,411.74","13,329.86","13,573.84","12,994.35","879.27M","0.14%"
"05/09/2021","13,393.11","13,647.73","13,648.49","12,967.18","1.02B","-2.38%"
"05/02/2021","13,719.63","13,923.04","13,955.00","13,396.11","932.24M","-1.02%"
"04/25/2021","13,860.76","13,954.94","14,073.48","13,836.10","936.86M","-0.58%"
"04/18/2021","13,941.44","13,970.83","14,025.64","13,716.76","850.56M","-0.72%"
"04/11/2021","14,041.91","13,792.74","14,050.38","13,747.63","877.19M","1.42%"
"04/04/2021","13,845.06","13,434.04","13,849.31","13,420.81","810.99M","3.87%"
"03/28/2021","13,329.51","12,950.51","13,333.41","12,798.03","807.34M","2.70%"
"03/21/2021","12,979.12","12,943.14","13,180.66","12,627.92","1.09B","0.87%"
"03/14/2021","12,866.99","12,936.13","13,297.48","12,704.07","1.39B","-0.54%"
"03/07/2021","12,937.29","12,629.56","13,117.86","12,287.57","1.14B","2.12%"
"02/28/2021","12,668.51","13,106.02","13,301.62","12,208.39","1.24B","-1.87%"
"02/21/2021","12,909.44","13,414.04","13,447.37","12,758.12","1.27B","-4.94%"
"02/14/2021","13,580.78","13,841.03","13,879.77","13,477.17","694.83M","-1.64%"
"02/07/2021","13,807.70","13,672.33","13,816.25","13,531.93","803.05M","1.50%"
"01/31/2021","13,603.96","13,067.65","13,642.96","12,983.10","939.98M","5.25%"
"01/24/2021","12,925.38","13,515.63","13,563.70","12,845.43","1.28B","-3.30%"
"01/17/2021","13,366.40","12,921.61","13,433.69","12,861.30","798.70M","4.39%"
"01/10/2021","12,803.93","12,961.50","13,037.05","12,758.10","1.03B","-2.30%"
"01/03/2021","13,105.20","12,950.22","13,113.09","12,537.42","1.10B","1.68%"
"12/27/2020","12,888.28","12,813.97","12,925.53","12,747.05","596.03M","1.39%"
"12/20/2020","12,711.01","12,575.60","12,761.23","12,474.03","611.70M","-0.21%"
"12/13/2020","12,738.18","12,427.86","12,793.47","12,426.25","1.45B","2.93%"
"12/06/2020","12,375.41","12,523.57","12,651.35","12,226.13","918.90M","-1.22%"
"11/29/2020","12,528.48","12,278.78","12,538.92","12,090.93","1.11B","2.20%"
"11/22/2020","12,258.21","11,959.89","12,306.71","11,817.53","667.16M","2.95%"
"11/15/2020","11,906.44","11,925.36","12,047.13","11,842.67","980.97M","-0.26%"
"11/08/2020","11,937.84","12,194.71","12,268.66","11,512.46","1.12B","-1.27%"
"11/01/2020","12,091.35","11,152.48","12,117.04","10,957.11","1.04B","9.39%"
"10/25/2020","11,052.95","11,584.17","11,708.08","10,960.02","1.09B","-5.47%"
"10/18/2020","11,692.57","11,913.01","11,962.47","11,529.73","821.08M","-1.35%"
"10/11/2020","11,852.17","11,900.12","12,204.75","11,765.49","963.47M","1.08%"
"10/04/2020","11,725.85","11,345.24","11,727.60","11,256.26","857.22M","4.18%"
"09/27/2020","11,255.69","11,332.32","11,606.73","11,225.17","1.04B","0.94%"
"09/20/2020","11,151.13","10,768.01","11,207.08","10,677.85","1.17B","1.96%"
"09/13/2020","10,936.98","11,250.80","11,495.40","10,769.40","1.48B","-1.36%"
"09/06/2020","11,087.40","11,143.91","11,566.34","10,945.22","1.08B","-4.60%"
"08/30/2020","11,622.13","12,017.46","12,439.48","11,145.99","1.52B","-3.12%"
"08/23/2020","11,995.85","11,703.34","12,047.99","11,535.55","862.75M","3.81%"
"08/16/2020","11,555.16","11,231.97","11,574.79","11,228.14","820.26M","3.50%"
"08/09/2020","11,164.45","11,153.51","11,271.22","10,855.06","854.47M","0.22%"
"08/02/2020","11,139.39","11,018.02","11,282.24","10,997.67","874.96M","2.14%"
"07/26/2020","10,905.88","10,547.11","10,908.34","10,527.43","995.27M","4.03%"
"07/19/2020","10,483.13","10,672.96","11,017.43","10,313.94","998.67M","-1.52%"
"07/12/2020","10,645.22","10,951.54","11,069.26","10,370.79","945.53M","-1.76%"
"07/05/2020","10,836.33","10,487.70","10,842.78","10,485.82","844.61M","4.78%"
"06/28/2020","10,341.89","9,850.55","10,432.55","9,742.89","741.54M","5.00%"
"06/21/2020","9,849.36","10,009.00","10,306.90","9,837.74","1.18B","-1.59%"
"06/14/2020","10,008.64","9,517.14","10,121.67","9,489.58","1.32B","3.57%"
"06/07/2020","9,663.77","9,805.69","10,155.20","9,499.09","1.17B","-1.63%"
"05/31/2020","9,824.39","9,526.43","9,846.63","9,511.88","1.04B","2.81%"
"05/24/2020","9,555.52","9,570.53","9,573.55","9,182.45","1.01B","1.50%"
"05/17/2020","9,413.99","9,281.35","9,515.05","9,248.78","921.05M","2.86%"
"05/10/2020","9,152.64","9,155.21","9,354.45","8,860.77","1.06B","-0.73%"
"05/03/2020","9,220.35","8,683.94","9,224.49","8,665.40","869.15M","5.76%"
"04/26/2020","8,718.18","8,865.58","9,025.82","8,668.67","1.14B","-0.78%"
"04/19/2020","8,786.60","8,742.54","8,855.18","8,359.84","1.05B","-0.52%"
"04/12/2020","8,832.41","8,209.68","8,879.24","8,158.58","1.18B","7.21%"
"04/05/2020","8,238.53","7,819.06","8,334.23","7,763.09","1.09B","9.44%"
"03/29/2020","7,528.11","7,678.83","8,011.60","7,423.97","1.30B","-0.79%"
"03/22/2020","7,588.37","6,952.71","7,913.11","6,771.91","1.72B","8.49%"
"03/15/2020","6,994.29","7,502.26","7,563.45","6,837.53","2.16B","-12.52%"
"03/08/2020","7,995.26","7,912.14","8,376.44","7,255.61","1.91B","-6.27%"
"03/01/2020","8,530.34","8,569.91","9,000.46","8,319.90","1.53B","0.81%"
"02/23/2020","8,461.83","9,055.30","9,194.91","8,133.85","1.63B","-10.43%"
"02/16/2020","9,446.69","9,567.27","9,736.57","9,406.38","662.19M","-1.84%"
"02/09/2020","9,623.58","9,373.20","9,636.41","9,373.20","780.58M","2.37%"
"02/02/2020","9,401.10","9,033.52","9,453.24","9,031.07","896.13M","4.56%"
"01/26/2020","8,991.51","8,913.16","9,170.22","8,910.97","923.52M","-1.64%"
"01/19/2020","9,141.47","9,145.64","9,272.37","9,101.44","700.84M","-0.35%"
"01/12/2020","9,173.73","9,007.94","9,176.47","8,991.35","775.57M","2.31%"
"01/05/2020","8,966.64","8,713.89","9,024.87","8,713.89","743.27M","1.96%"
"12/29/2019","8,793.90","8,766.39","8,873.63","8,671.92","514.18M","0.26%"
"12/22/2019","8,770.98","8,703.06","8,811.10","8,684.12","375.03M","1.07%"
"12/15/2019","8,678.49","8,544.26","8,687.66","8,542.42","1.13B","2.25%"
"12/08/2019","8,487.71","8,388.75","8,517.52","8,339.37","755.19M","1.08%"
"12/01/2019","8,397.37","8,409.87","8,409.87","8,167.35","697.90M","-0.08%"
"11/24/2019","8,403.68","8,309.55","8,445.60","8,309.55","582.64M","1.59%"
"11/17/2019","8,272.05","8,303.22","8,357.80","8,226.25","849.65M","-0.52%"
"11/10/2019","8,315.52","8,212.37","8,315.90","8,202.36","695.27M","0.72%"
"11/03/2019","8,255.89","8,218.93","8,271.82","8,157.36","751.01M","1.16%"
"10/27/2019","8,161.17","8,071.39","8,161.98","8,017.92","760.19M","1.64%"
"10/20/2019","8,029.22","7,911.58","8,033.29","7,845.09","717.76M","2.04%"
"10/13/2019","7,868.49","7,834.74","7,981.14","7,827.16","673.44M","0.31%"
"10/06/2019","7,843.88","7,725.68","7,904.05","7,603.76","704.42M","1.16%"
"09/29/2019","7,754.10","7,705.97","7,821.73","7,463.57","770.42M","0.94%"
"09/22/2019","7,681.58","7,815.23","7,873.25","7,626.82","815.37M","-1.81%"
"09/15/2019","7,823.55","7,833.73","7,950.21","7,791.58","969.67M","-0.88%"
"09/08/2019","7,892.95","7,876.40","7,975.33","7,743.61","819.23M","0.51%"
"09/01/2019","7,852.54","7,634.03","7,879.97","7,584.82","615.62M","2.10%"
"08/25/2019","7,691.00","7,540.69","7,747.08","7,500.22","717.54M","3.03%"
"08/18/2019","7,464.99","7,715.41","7,764.79","7,442.93","770.69M","-1.83%"
"08/11/2019","7,604.11","7,597.19","7,778.34","7,429.36","955.50M","-0.55%"
"08/04/2019","7,646.27","7,510.02","7,726.46","7,356.27","1.04B","-0.60%"
"07/28/2019","7,692.80","8,010.05","8,010.05","7,645.18","978.42M","-4.04%"
"07/21/2019","8,016.95","7,862.38","8,027.18","7,862.27","799.68M","2.32%"
"07/14/2019","7,834.90","7,961.07","7,969.79","7,827.49","767.71M","-1.36%"
"07/07/2019","7,943.24","7,790.46","7,944.08","7,748.23","783.87M","1.30%"
"06/30/2019","7,841.30","7,816.56","7,857.69","7,735.67","558.90M","2.22%"
"06/23/2019","7,671.07","7,737.01","7,746.68","7,584.16","987.42M","-0.75%"
"06/16/2019","7,728.78","7,500.28","7,772.53","7,492.17","1.07B","3.34%"
"06/09/2019","7,479.11","7,472.60","7,595.57","7,454.87","773.34M","0.83%"
"06/02/2019","7,417.29","7,110.34","7,445.99","6,936.68","994.17M","4.06%"
"05/26/2019","7,127.96","7,321.27","7,362.29","7,125.97","808.67M","-2.37%"
"05/19/2019","7,300.96","7,391.73","7,472.71","7,261.46","892.56M","-2.70%"
"05/12/2019","7,503.68","7,385.55","7,627.03","7,303.64","1.01B","-1.09%"
"05/05/2019","7,586.53","7,662.92","7,804.55","7,426.75","986.04M","-3.30%"
"04/28/2019","7,845.73","7,825.64","7,851.85","7,672.54","877.61M","0.24%"
"04/21/2019","7,826.68","7,658.37","7,851.98","7,653.89","860.49M","1.78%"
"04/14/2019","7,689.72","7,630.60","7,715.07","7,578.54","682.49M","0.81%"
"04/07/2019","7,628.15","7,565.06","7,630.52","7,536.42","699.69M","0.65%"
"03/31/2019","7,578.84","7,450.81","7,589.69","7,422.44","851.11M","2.71%"
"03/24/2019","7,378.77","7,299.93","7,417.26","7,252.06","859.82M","0.72%"
"03/17/2019","7,326.06","7,311.63","7,505.41","7,293.85","1.06B","0.26%"
"03/10/2019","7,306.99","7,050.05","7,331.30","7,049.56","1.20B","4.15%"
"03/03/2019","7,015.69","7,193.88","7,205.94","6,940.72","906.89M","-1.90%"
"02/24/2019","7,151.57","7,144.34","7,161.73","7,045.41","922.55M","0.86%"
"02/17/2019","7,090.62","7,033.37","7,096.15","7,001.80","676.44M","0.50%"
"02/10/2019","7,055.18","6,941.26","7,073.99","6,893.80","894.34M","2.05%"
"02/03/2019","6,913.13","6,876.56","7,034.94","6,836.70","950.19M","0.55%"
"01/27/2019","6,875.52","6,691.84","6,936.34","6,613.42","1.19B","1.30%"
"01/20/2019","6,787.37","6,736.65","6,800.97","6,584.50","920.90M","0.04%"
"01/13/2019","6,784.61","6,536.37","6,816.23","6,512.64","951.79M","2.78%"
"01/06/2019","6,601.40","6,434.55","6,631.06","6,412.98","1.03B","2.78%"
"12/30/2018","6,422.67","6,354.85","6,445.19","6,139.40","954.58M","2.19%"
"12/23/2018","6,285.27","5,994.08","6,388.36","5,895.12","878.68M","3.95%"
"12/16/2018","6,046.56","6,570.99","6,621.63","6,013.98","1.70B","-8.32%"
"12/09/2018","6,594.96","6,603.36","6,867.66","6,534.33","948.45M","-0.28%"
"12/02/2018","6,613.27","7,106.84","7,106.99","6,594.54","974.15M","-4.83%"
"11/25/2018","6,949.01","6,616.79","6,951.13","6,590.89","1.08B","6.46%"
"11/18/2018","6,527.35","6,832.25","6,841.44","6,442.36","790.56M","-4.95%"
"11/11/2018","6,867.02","6,990.37","6,998.80","6,702.42","1.10B","-2.45%"
"11/04/2018","7,039.15","6,946.15","7,205.96","6,859.80","913.42M","1.06%"
"10/28/2018","6,965.29","6,954.69","7,085.27","6,574.74","1.27B","1.65%"
"10/21/2018","6,852.40","7,146.03","7,193.72","6,743.77","1.19B","-3.59%"
"10/14/2018","7,107.23","7,129.31","7,311.85","7,047.47","918.90M","-0.70%"
"10/07/2018","7,157.21","7,356.54","7,430.36","6,892.89","1.15B","-3.27%"
"09/30/2018","7,399.01","7,673.00","7,700.56","7,327.44","822.64M","-3.00%"
"09/23/2018","7,627.65","7,477.45","7,657.80","7,447.23","828.76M","1.28%"
"09/16/2018","7,531.07","7,522.59","7,603.86","7,427.79","1.14B","-0.19%"
"09/09/2018","7,545.50","7,466.76","7,581.30","7,401.72","790.90M","1.55%"
"09/02/2018","7,430.26","7,629.34","7,643.45","7,400.99","723.80M","-2.93%"
"08/26/2018","7,654.55","7,527.37","7,691.10","7,512.02","696.78M","2.26%"
"08/19/2018","7,485.40","7,393.57","7,489.54","7,343.47","656.32M","1.46%"
"08/12/2018","7,377.54","7,420.18","7,468.82","7,308.52","799.51M","-0.42%"
"08/05/2018","7,408.30","7,390.81","7,498.37","7,381.58","687.13M","0.17%"
"07/29/2018","7,395.49","7,292.72","7,395.49","7,158.78","860.86M","1.35%"
"07/22/2018","7,296.78","7,335.42","7,511.39","7,255.32","868.30M","-0.73%"
"07/15/2018","7,350.23","7,381.03","7,418.43","7,288.30","764.47M","-0.35%"
"07/08/2018","7,375.82","7,251.18","7,387.74","7,220.23","720.23M","2.34%"
"07/01/2018","7,207.33","6,979.54","7,217.00","6,969.16","555.00M","2.37%"
"06/24/2018","7,040.80","7,131.05","7,144.28","6,950.23","944.23M","-2.18%"
"06/17/2018","7,197.51","7,201.18","7,309.99","7,138.02","969.20M","-0.80%"
"06/10/2018","7,255.76","7,149.65","7,291.31","7,146.09","1.08B","1.44%"
"06/03/2018","7,152.62","7,099.50","7,212.45","7,099.09","776.25M","0.97%"
"05/27/2018","7,083.93","6,928.49","7,084.84","6,887.12","750.92M","1.77%"
"05/20/2018","6,960.92","6,920.32","6,982.52","6,846.94","707.00M","1.38%"
"05/13/2018","6,866.25","6,977.35","7,008.26","6,852.73","771.53M","-1.24%"
"05/06/2018","6,952.56","6,803.45","6,969.30","6,770.30","806.38M","2.71%"
"04/29/2018","6,769.12","6,669.44","6,783.36","6,539.86","896.49M","1.69%"
"04/22/2018","6,656.35","6,699.16","6,750.78","6,426.57","911.79M","-0.17%"
"04/15/2018","6,667.75","6,675.92","6,856.96","6,633.08","786.09M","0.59%"
"04/08/2018","6,628.34","6,488.48","6,703.31","6,466.04","787.73M","3.03%"
"04/01/2018","6,433.21","6,528.23","6,632.21","6,322.60","1.02B","-2.25%"
"03/25/2018","6,581.13","6,644.40","6,793.50","6,410.04","958.13M","1.12%"
"03/18/2018","6,508.09","6,945.97","6,949.02","6,507.84","1.02B","-7.29%"
"03/11/2018","7,019.95","7,122.47","7,186.09","7,010.01","1.08B","-1.14%"
"03/04/2018","7,101.18","6,777.63","7,101.31","6,753.83","857.63M","4.26%"
"02/25/2018","6,811.04","6,933.82","7,003.14","6,645.03","983.64M","-1.24%"
"02/18/2018","6,896.60","6,742.15","6,897.53","6,740.48","637.97M","1.86%"
"02/11/2018","6,770.66","6,477.04","6,840.60","6,424.30","957.04M","5.58%"
"02/04/2018","6,412.68","6,687.47","6,807.96","6,164.43","1.44B","-5.14%"
"01/28/2018","6,760.29","7,000.68","7,020.64","6,756.54","1.02B","-3.74%"
"01/21/2018","7,022.97","6,829.55","7,022.97","6,822.85","872.75M","2.76%"
"01/14/2018","6,834.33","6,807.85","6,843.24","6,719.11","720.37M","1.12%"
"01/07/2018","6,758.54","6,651.68","6,763.98","6,619.35","747.63M","1.58%"
"12/31/2017","6,653.29","6,431.59","6,654.98","6,417.75","626.35M","4.02%"
"12/24/2017","6,396.42","6,427.32","6,452.07","6,396.42","393.41M","-1.06%"
"12/17/2017","6,465.17","6,504.89","6,522.70","6,447.93","753.13M","-0.02%"
