Date,Price,Open,High,Low,Vol.,Change %,GoogleValues
2023-03-05,22428.3,22347.1,22636.7,22213.5,160.57,0.36,62
2023-02-26,23558.7,23166.1,23671.8,23066.0,209.12,1.69,62
2023-02-19,24302.9,24631.3,25175.2,24273.7,312.64,-1.33,65
2023-02-12,21786.8,21859.9,22080.7,21653.1,211.65,-0.33,65
2023-02-05,22936.0,23326.9,23423.4,22766.5,217.26,-1.66,65
2023-01-29,23753.1,23023.5,23952.9,22973.3,320.86,3.15,71
2023-01-22,22707.8,22775.7,23068.7,22323.0,280.64,-0.3,73
2023-01-15,20879.8,20956.0,21032.2,20585.7,205.8,-0.37,80
2023-01-08,17119.0,16943.6,17119.0,16913.8,144.84,1.04,69
2023-01-01,16618.4,16537.5,16621.9,16499.7,107.84,0.49,59
2022-12-25,16831.8,16835.7,16852.9,16733.0,132.89,-0.03,27
2022-12-18,16741.1,16777.0,16825.7,16666.5,124.29,-0.21,26
2022-12-11,17093.3,17127.0,17262.9,17080.6,167.2,-0.2,29
2022-12-04,17112.6,16884.8,17198.1,16881.6,197.12,1.35,28
2022-11-27,16425.6,16456.4,16595.4,16414.6,173.25,-0.19,30
2022-11-20,16286.7,16699.3,16749.3,16209.2,172.83,-2.47,34
2022-11-13,16324.5,16803.9,16946.5,16274.9,210.8,-2.8,46
2022-11-06,20916.3,21298.7,21360.4,20901.0,242.26,-1.81,50
2022-10-30,20626.3,20809.4,20922.3,20522.5,207.63,-0.88,26
2022-10-23,19571.2,19204.8,19680.9,19092.5,180.63,1.91,26
2022-10-16,19261.9,19068.8,19411.9,19066.0,140.95,1.01,25
2022-10-09,19441.0,19416.3,19552.1,19329.6,127.53,0.13,28
2022-10-02,19052.2,19311.9,19389.9,18937.3,222.82,-1.34,29
2022-09-25,18803.2,18925.1,19125.1,18659.6,209.71,-0.64,31
2022-09-18,19418.8,20113.9,20113.9,19347.7,273.11,-3.45,35
2022-09-11,21834.9,21650.4,21836.4,21363.0,297.12,0.85,32
2022-09-04,19999.9,19832.2,20017.8,19594.7,158.27,0.85,32
2022-08-28,19550.2,20034.2,20150.8,19542.9,159.6,-2.41,33
2022-08-21,21517.2,21138.9,21692.4,21077.4,177.52,1.79,33
2022-08-14,24302.8,24442.1,24997.3,24172.2,177.25,-0.57,33
2022-08-07,23175.3,22944.2,23387.7,22852.3,99.36,1.01,35
2022-07-31,23303.4,23634.2,24179.3,23236.2,138.84,-1.4,35
2022-07-24,22582.1,22449.8,22987.9,22281.3,126.66,0.54,40
2022-07-17,20785.6,21209.8,21654.4,20755.2,132.81,-2.0,46
2022-07-10,20847.4,21587.4,21599.2,20689.7,204.68,-3.43,45
2022-07-03,19309.9,19243.4,19626.4,18794.4,65.27,0.35,48
2022-06-26,21043.5,21489.9,21837.4,20989.7,67.21,-2.08,56
2022-06-19,20577.2,18983.4,20763.5,17983.7,169.39,8.38,75
2022-06-12,26606.3,28404.0,28534.8,26606.3,120.02,-6.33,100
2022-06-05,29913.0,29865.1,30166.9,29539.0,30.33,0.16,37
2022-05-29,29465.2,29027.1,29556.5,28838.7,36.87,1.51,39
2022-05-22,30286.6,29433.0,30462.0,29260.1,50.6,2.89,43
2022-05-15,31308.7,30078.6,31383.8,29499.4,65.44,4.08,56
2022-05-08,34060.0,35468.0,35497.0,33727.0,671.05,-3.97,83
2022-05-01,38461.0,37642.0,38676.0,37397.0,276.99,2.15,36
2022-04-24,39464.0,39434.0,39929.0,39033.0,283.63,0.12,34
2022-04-17,39703.0,40382.0,40599.0,39561.0,210.01,-1.68,32
2022-04-10,42138.0,42760.0,43421.0,41884.0,255.83,-1.47,38
2022-04-03,46407.0,45813.0,47435.0,45554.0,398.86,1.3,38
2022-03-27,46859.0,44542.0,46947.0,44445.0,388.79,5.19,41
2022-03-20,41276.0,42241.0,42301.0,40922.0,308.45,-2.27,40
2022-03-13,37792.4,38813.2,39272.3,37603.4,1.55,-2.63,43
2022-03-06,38403.1,39396.3,39668.1,38115.0,1.93,-2.52,47
2022-02-27,37689.1,39116.6,39838.5,37062.3,66.14,-3.65,55
2022-02-20,38355.0,40089.6,40120.3,38042.2,47.92,-4.33,61
2022-02-13,42061.1,42205.5,42725.1,41880.1,25.88,-0.34,45
2022-02-06,42392.2,41411.9,42614.8,41176.3,31.2,2.37,56
2022-01-30,37917.7,38167.5,38313.3,37390.6,34.1,-0.66,58
2022-01-23,36269.5,35072.9,36513.0,34655.2,70.43,3.4,79
2022-01-16,43079.1,43079.2,43462.0,42643.3,28.66,-0.04,60
2022-01-09,41848.3,41681.2,42764.4,41260.9,37.51,0.42,57
2022-01-02,47311.8,47738.7,47944.9,46718.2,27.02,-0.89,61
2021-12-26,50779.9,50404.0,51247.0,49527.0,32.34,0.74,32
2021-12-19,46704.5,46855.7,48270.2,46438.4,44.05,-0.32,32
2021-12-12,50081.0,49332.5,50779.2,48670.5,40.3,1.55,37
2021-12-05,49405.5,49196.4,49689.3,47797.8,72.03,0.43,42
2021-11-28,57291.5,54758.0,57392.3,53448.3,49.28,4.61,37
2021-11-21,58714.3,59724.0,60002.6,58528.3,40.98,-1.68,36
2021-11-14,65508.2,64397.2,65508.2,63608.3,33.98,1.72,37
